,mjd,mag,magerr,clrcoeff
0,58198.39389,15.105075108984959,0.030720730736853274,
1,58198.43055,15.104496443673183,0.03070354437709355,
2,58198.45246,15.104149708106572,0.0306932463307652,
3,58198.47677000001,15.103764211712576,0.03068179708786356,
4,58198.48454,15.10364082619402,0.03067813253796242,
5,58198.48546,15.103626211313818,0.03067769847602042,
6,58216.399710000005,14.776080121019682,0.020949579594284562,
7,58217.4174,14.766237569279928,0.020657255807613906,
8,58218.397260000005,14.758863248422594,0.020438238478151072,
9,58218.43734,14.758607973217172,0.02043065680455003,
10,58218.47816,14.758351770961658,0.02042304759756125,
11,58218.50207,14.758203475023343,0.02041864320819331,
12,58222.3777,14.750788840198974,0.02019842855390952,
13,58226.406189999994,14.775196812694313,0.020923345337021115,
14,58226.467229999995,14.77579551068902,0.02094112666746395,
15,58227.40435,14.785790507062396,0.021237978059753193,
16,58229.38951,14.811747063118048,0.022008887774606023,
17,58229.41092,14.812060950558573,0.02201821023158962,
18,58229.43606,14.812430406612709,0.02202918307639745,
19,58231.3667,14.843300689510546,0.02294603047846322,
20,58232.39267000001,14.86128306910491,0.023480107152415886,
21,58244.34615,15.041736608613151,0.0288395772758106,
22,58246.424920000005,15.04691206275781,0.028993288263906958,
23,58247.40682999999,15.04504497448458,0.028937835742191997,
24,58252.38993,15.000320754885921,0.027609526420111885,
25,58254.37564,14.969676453086956,0.026699390656682642,
26,58255.30197000001,14.953575959847202,0.026221206007461917,
27,58257.30101,14.915854276875232,0.025100872023194387,
28,58257.32591,14.915363614376043,0.025086299346968488,
29,58257.35226,14.914843912030992,0.025070864187320463,
30,58257.405999999995,14.913782521295989,0.02503934088249088,
31,58258.407960000004,14.893668384130185,0.02444195100866653,
32,58258.42657,14.893289623056916,0.0244307018047904,
33,58263.40742999999,14.790012406195325,0.021363368464001165,
34,58266.32604,14.733685878394922,0.019690470588329234,
35,58268.38015,14.699215397120486,0.01866669729447845,
36,58269.3694,14.68472429977636,0.018236311703357877,
37,58270.35039,14.67196226033855,0.017857279132054926,
38,58273.32425,14.644955698122361,0.017055184234234133,
39,58273.34963,14.644810698980177,0.017050877759711258,
40,58273.373060000005,14.644678237459743,0.01704694365255438,
41,58274.30508,14.640525118199598,0.016923596010528064,
42,58276.29035,14.638654186122503,0.016868029327838374,
43,58276.306860000004,14.63867363863836,0.016868607067559327,
44,58276.32434,14.638694797628398,0.016869235489563428,
45,58278.28499,14.644322635250454,0.017036382266938488,
46,58278.2859,14.644326551359237,0.017036498575369374,
47,58278.310489999996,14.64443276212056,0.017039653034980673,
48,58279.25124,14.6490124459702,0.017175669645314973,
49,58280.30655,14.655113929466214,0.017356883705146597,
50,58280.32484,14.655226493739763,0.01736022686407096,
51,58280.34262999999,14.655336165202462,0.017363484106513116,
52,58281.220089999995,14.660931814683408,0.017529674896097247,
53,58281.32945,14.661648859677241,0.01755097113241405,
54,58281.34541,14.661753759284906,0.017554086650761747,
55,58282.30691,14.668136778507021,0.017743662321658527,
