,mjd,mag,magerr,clrcoeff
0,58198.39389,22.02952536046819,0.23549751132717184,
1,58198.43055,21.968804593187453,0.2354974741580515,
2,58198.45246,22.150732113375035,0.23549745206523814,
3,58198.47677000001,22.02461709692902,0.23549742765859832,
4,58198.48454,21.87376437202588,0.23549741988124745,
5,58198.48546,22.085067798474686,0.23549741896113147,
6,58216.399710000005,22.30710274872091,0.2355003070304345,
7,58217.4174,22.223076292581357,0.23550111868839535,
8,58218.397260000005,21.834333044346106,0.23550190171119084,
9,58218.43734,21.702055902246684,0.23550193363455935,
10,58218.47816,21.853283838398077,0.23550196613305457,
11,58218.50207,22.009799190640987,0.2355019851618389,
12,58222.3777,21.452608951467084,0.23550490345765934,
13,58226.406189999994,21.948714430926884,0.23550717066896815,
14,58226.467229999995,21.706821287395446,0.235507195737431,
15,58227.40435,21.827799324821388,0.2355075380598573,
16,58229.38951,21.872091050044492,0.2355079708477728,
17,58229.41092,21.925777247219692,0.23550797314173294,
18,58229.43606,22.097210818720676,0.2355079757667619,
19,58231.3667,22.245787647166157,0.23550794377497258,
20,58232.39267000001,21.96998916856629,0.23550772421320693,
21,58244.34615,22.321680627188435,0.23549653161314815,
22,58246.424920000005,21.843149405847928,0.23549402364768407,
23,58247.40682999999,22.082538964971555,0.23549289695561154,
24,58252.38993,22.21236500866172,0.23548836626108233,
25,58254.37564,22.021714335891346,0.23548739605343078,
26,58255.30197000001,21.824483181681764,0.23548716095991112,
27,58257.30101,21.78251445982934,0.2354871989093898,
28,58257.32591,21.891780598743555,0.2354872044630631,
29,58257.35226,22.051422511933648,0.23548721048340543,
30,58257.405999999995,21.761817622815748,0.2354872232194642,
31,58258.407960000004,21.95032343833387,0.23548757611706622,
32,58258.42657,21.962086466666655,0.2354875847968127,
33,58263.40742999999,22.12713232740646,0.2354930779976368,
34,58266.32604,22.050542082383306,0.23549970072129617,
35,58268.38015,22.083898880728093,0.23550613094071143,
36,58269.3694,21.846346764355637,0.23550979524669974,
37,58270.35039,21.969939292623568,0.23551381328432125,
38,58273.32425,22.18560753939794,0.2355284819161249,
39,58273.34963,22.35270955316928,0.2355286239844418,
