,mjd,mag,magerr,clrcoeff
0,58198.39389,15.183959341988793,0.03306359245706714,
1,58198.43055,15.18389245556523,0.03306160593028734,
2,58198.45246,15.18385284207119,0.03306042940951437,
3,58198.47677000001,15.183809206201813,0.033059133424193865,
4,58198.48454,15.183795329580068,0.03305872128852805,
5,58198.48546,15.183793688788093,0.0330586725570064,
6,58216.399710000005,15.26601197709635,0.03550055571976157,
7,58217.4174,15.269843702350487,0.035614357959809495,
8,58218.397260000005,15.271911980475693,0.03567578582012809,
9,58218.43734,15.27195866643544,0.03567717239313256,
10,58218.47816,15.27200298081667,0.03567848853025507,
11,58218.50207,15.272027414265358,0.03567921420368114,
12,58222.3777,15.258210637011604,0.03526885591924467,
13,58226.406189999994,15.205109982365618,0.03369176647625888,
14,58226.467229999995,15.204144632839544,0.03366309559533448,
15,58227.40435,15.189216350763498,0.033219725617675944,
16,58229.38951,15.15862480133567,0.03231115659966938,
17,58229.41092,15.158311122204504,0.03230184032947375,
18,58229.43606,15.157943311134234,0.03229091634068676,
19,58231.3667,15.13155207484212,0.03150709662281098,
20,58232.39267000001,15.11924599543318,0.0311416060643655,
21,58244.34615,15.086217616073055,0.030160663197369764,
22,58246.424920000005,15.090456610797633,0.03028656134068969,
23,58247.40682999999,15.091852833405031,0.030328029152129454,
24,58252.38993,15.10052434863461,0.03058557315444793,
25,58254.37564,15.109607370044271,0.030855338890314887,
26,58255.30197000001,15.115887999807512,0.03104187359428312,
27,58257.30101,15.135147238631774,0.03161387298736368,
28,58257.32591,15.13544261993369,0.031622645812030614,
29,58257.35226,15.135756734872253,0.031631975025705916,
30,58257.405999999995,15.136402223827458,0.03165114604767555,
31,58258.407960000004,15.14957202265228,0.032042289072772734,
32,58258.42657,15.149835945006528,0.0320501275666939,
33,58263.40742999999,15.237982967730908,0.034668094141607986,
34,58266.32604,15.296305032497505,0.036400259465175944,
35,58268.38015,15.33499400605272,0.03754932197976579,
36,58269.3694,15.351993397377989,0.03805420390212627,
37,58270.35039,15.367395961475665,0.03851166005582729,
38,58273.32425,15.402496821247178,0.039554155591041196,
39,58273.34963,15.40271123424212,0.03956052365699103,
40,58273.373060000005,15.402907801821742,0.03956636171410577,
41,58274.30508,15.409635997174242,0.03976618911607499,
42,58276.29035,15.416422581576164,0.03996775067281211,
43,58276.306860000004,15.41643340955304,0.039968072263725285,
44,58276.32434,15.416444022098515,0.039968387456325916,
45,58278.28499,15.411871419284433,0.03983258115274768,
46,58278.2859,15.411866551493587,0.03983243657935953,
47,58278.310489999996,15.411734016879025,0.03982850030130708,
48,58279.25124,15.405196102432827,0.03963432424225499,
49,58280.30655,15.394345957475336,0.039312074937017494,
50,58280.32484,15.39412409013592,0.03930548547703683,
51,58280.34262999999,15.393907164117408,0.03929904277428703,
52,58281.220089999995,15.381813215897946,0.038939852512169026,
53,58281.32945,15.38011148773468,0.03888931118572003,
54,58281.34541,15.37985948116911,0.03888182659072259,
55,58282.30691,15.362932509185764,0.03837909552281721,
56,58283.347729999994,15.340750132301789,0.03772027892936314,
57,58283.367229999996,15.340298603034315,0.037706868510119174,
58,58284.2814,15.317782437194115,0.03703813838466524,
59,58284.30302000001,15.31721952614724,0.03702141992657304,
60,58285.32279,15.289238837035159,0.03619039345994424,
61,58285.39072,15.287282089348137,0.036132278053639666,
62,58286.306260000005,15.25992271597728,0.035319704664525275,
63,58286.327860000005,15.259256682291769,0.03529992346406552,
64,58287.305960000005,15.22825453672723,0.03437915974079875,
65,58288.27066,15.19635772504252,0.03343182443376286,
66,58288.306370000006,15.19515753539752,0.03339617880130635,
67,58289.25977999999,15.162747860523243,0.03243361145754037,
68,58290.33127,15.12584062762895,0.03133746664057985,
69,58291.26752,15.093619531468452,0.030380500084613016,
70,58291.30323,15.092396777019166,0.030344184277469266,
71,58292.30089,15.05858304190691,0.02933991634463523,
72,58292.32035,15.057931825256375,0.029320575210114386,
73,58293.24947,15.027348553262298,0.028412252031890295,
74,58293.25039,15.027318829696737,0.028411369241993112,
75,58294.30447999999,14.99416737415053,0.027426771012270756,
76,58296.24984,14.939049825598449,0.025789779820273973,
77,58296.28498,14.93813641163773,0.025762651425640604,
78,58297.261139999995,14.913911014811545,0.025043157139902905,
79,58298.29942,14.8905186881696,0.02434840503863711,
80,58300.34445,14.851253706816655,0.02318223509245465,
81,58302.34195,14.821060860888329,0.022285507568383378,
82,58302.342860000004,14.821048843072777,0.02228515063926151,
83,58303.308170000004,14.809153746155673,0.021931866260823496,
84,58303.323070000006,14.808983303750715,0.02192680412139625,
85,58303.34805,14.808698439552618,0.02191834365471279,
86,58305.18745,14.790678238608347,0.021383143686667938,
87,58305.349389999996,14.789362112706211,0.021344054747374497,
88,58306.199,14.783140582521986,0.021159275300903002,
89,58307.18419,14.777314422310617,0.020986238342625363,
90,58307.20244,14.777220096385678,0.020983436862654636,
91,58307.3693,14.77638011759316,0.020958489492516885,
92,58308.24657,14.772616215024442,0.020846701586225924,
93,58308.319279999996,14.772352389922146,0.020838865980687737,
94,58311.18422,14.767383349201651,0.020691285471289067,
95,58311.2001,14.76738345534457,0.02069128862373376,
96,58312.2234,14.767976258450892,0.02070889487599148,
97,58319.243370000004,14.79693789498587,0.021569055481080346,
98,58319.281670000004,14.797185229080055,0.02157640130367766,
99,58321.27792000001,14.810878234127902,0.02198308355359868,
100,58322.28027999999,14.818188532427245,0.022200199413089206,
101,58326.2958,14.847934738292443,0.023083661727285543,
102,58330.322510000005,14.873418964989877,0.023840543260199354,
103,58331.17819,14.877628465784813,0.023965565433808955,
104,58331.197770000006,14.87771838385505,0.023968236000495025,
105,58334.16507,14.887441331238634,0.024257007537787423,
106,58337.19444,14.887500713594132,0.024258771193745754,
107,58346.176179999995,14.833324618204403,0.022649741160670755,
108,58349.241420000006,14.804575446797637,0.02179589076988986,
109,58350.18298,14.795455397326942,0.02152502530061018,
110,58355.23975,14.748020584658065,0.02011621136434455,
111,58358.21977,14.722684070919456,0.019363716906307893,
112,58364.142470000006,14.680495506986725,0.018110716557505735,
113,58364.17449,14.680302265158838,0.018104977275217538,
114,58365.13564,14.674696710177852,0.017938492292282227,
115,58365.15594,14.674582451113467,0.01793509879806998,
116,58365.17999,14.67444730969868,0.017931085098050803,
117,58368.15662,14.659686160503519,0.0174926789669545,
118,58368.15845,14.659678335689977,0.017492446569992326,
119,58369.13396,14.655737627041065,0.017375407523119613,
120,58370.14297000001,14.652157952381543,0.017269091185731833,
121,58370.15489,14.652118756027479,0.01726792705401614,
122,58371.137670000004,14.649141608613352,0.01717950577581656,
123,58371.15923,14.649082002797446,0.017177735483084156,
124,58373.12787999999,14.644708166700834,0.017047832551014774,
125,58373.15874,14.644656824739826,0.017046307694772833,
