,mjd,mag,magerr,clrcoeff
0,58256.48045,14.24135990777369,0.005049533356203395,
1,58276.46222,14.128309585092031,0.001717533444503594,
2,58278.46876,14.110943987410433,0.0011727304448396203,
3,58280.469560000005,14.090436340271449,0.001,
4,58281.463760000006,14.079321336821831,0.001,
5,58283.46995,14.057814337365619,0.001,
6,58284.47034,14.04693346240337,0.001,
7,58286.47021,14.021747114071536,0.001,
8,58287.47154,14.007239725729177,0.001,
9,58289.47347999999,13.980593168574208,0.001,
10,58294.47203,13.918247848110346,0.001,
11,58297.430010000004,13.886729038811227,0.001,
12,58298.44647,13.874741632995317,0.001,
13,58301.4457,13.854054949958162,0.001,
14,58302.407320000006,13.847755254527994,0.001,
15,58303.47317999999,13.84360505518821,0.001,
16,58304.40157,13.840708862185416,0.001,
17,58305.425879999995,13.838554155008868,0.001,
18,58307.405289999995,13.837568965191094,0.001,
19,58313.43145,13.853810217941257,0.001,
20,58314.4474,13.857969185770445,0.001,
21,58315.473,13.865532374087369,0.001,
22,58319.468629999996,13.892997562391898,0.001,
23,58321.47035,13.911785723198081,0.001,
24,58322.48936,13.922021707802497,0.001,
25,58323.47839,13.9309743111317,0.001,
26,58325.474310000005,13.950781774204415,0.001,
27,58326.407360000005,13.960623183280807,0.001,
28,58327.436010000005,13.972357280421978,0.001,
29,58328.42626,13.984072089601849,0.001,
30,58329.48577000001,13.994819753189262,0.001,
31,58330.427489999995,14.006383367338545,0.001,
32,58336.39962999999,14.075562440466294,0.001,
33,58337.341570000004,14.087039436694068,0.001,
34,58342.467789999995,14.143072747015056,0.002135645046305923,
35,58343.36806,14.152688650788285,0.0024094225111631618,
36,58345.38912000001,14.169629391674603,0.002996174781017935,
37,58348.40754,14.197719784921253,0.0037868552056463667,
38,58349.34397,14.208795937618065,0.004007918682249867,
39,58350.392629999995,14.21980925055247,0.004240258479326964,
40,58351.385089999996,14.214765422258468,0.004444740772269917,
41,58352.48239,14.234450071237163,0.004653910828169794,
42,58353.43255,14.23953002553145,0.00482132148481601,
43,58353.474279999995,14.237051654992564,0.0048283915749577355,
44,58354.344560000005,14.239381249728817,0.004970582510577026,
45,58354.43049,14.236956826923496,0.004984086931975995,
46,58355.46671,14.25125156810984,0.005139609942115042,
47,58357.408879999995,14.262988576425244,0.005396573954294714,
48,58357.47404,14.262412186956313,0.005404457251104666,
49,58358.422529999996,14.263618323634592,0.00551409161353783,
50,58359.327189999996,14.261603688878488,0.0056100830265481405,
51,58360.33931,14.256003441260477,0.005708150981484361,
52,58361.348470000004,14.265858692331317,0.00579677000392248,
53,58362.40339,14.27255892313547,0.005880349054734668,
