,mjd,mag,magerr,clrcoeff
0,58303.4669,14.50160671574361,0.012797719457585233,
1,58312.40181,14.687979583319313,0.018332993624583627,
2,58312.41998,14.690809139299711,0.018417031437201414,
3,58312.4209,14.69095263943004,0.018421293391072235,
4,58312.45307,14.695983574681705,0.018570712168046677,
5,58316.349010000005,15.004817839446595,0.027743089831563872,
6,58316.46705,15.016247951084464,0.02808256414720861,
7,58318.36037,14.969952175808077,0.02670757962149989,
8,58319.35225,14.852217618842657,0.023210863279626903,
9,58319.45092,14.846128144313598,0.02303000588611387,
10,58319.46766,14.84518348090844,0.023001949382980724,
11,58320.374970000004,14.823015835442225,0.02234357031263412,
12,58320.38432999999,14.822996911942358,0.02234300828468805,
13,58321.47479,14.796537387970591,0.021557160422726596,
14,58321.475739999994,14.796436449120797,0.0215541625388877,
15,58322.37839,14.604846235295048,0.015863933188262958,
16,58322.40935,14.597274381800483,0.015639049139474392,
17,58322.48844,14.578585790672948,0.015083997982986597,
18,58324.466089999994,14.542960764046654,0.01402593469218566,
19,58324.467039999996,14.542994359479325,0.01402693247653597,
20,58325.490379999996,14.49358467779457,0.012559464930498698,
21,58326.38409,14.384050940090699,0.009306312920693782,
22,58327.43614,14.351001534587642,0.00832474557725299,
23,58328.37846,14.512362763316409,0.01311717407049734,
24,58328.40158,14.515439720092642,0.013208559686751498,
25,58328.43082,14.518964125906509,0.013313234539423346,
26,58329.361829999994,14.369555415791554,0.00887579584900916,
27,58329.486860000005,14.331029816293334,0.007731585543912067,
28,58330.399560000005,14.227253316676173,0.004649423505282357,
29,58330.430570000004,14.229541748872485,0.004717389941512828,
30,58330.43151,14.229615631697698,0.004719584261421661,
31,58333.49996,14.329539968195764,0.0076873370554141895,
32,58336.40036,14.466109047749384,0.011743438718156751,
33,58343.47396,14.448534541545692,0.011221475883907095,
34,58346.407360000005,14.414676088597613,0.01021587983134914,
35,58347.407060000005,14.448161126211675,0.011210385448486737,
36,58347.42608,14.448069555477048,0.011207665797668354,
