,mjd,mag,magerr,clrcoeff
0,58303.4669,17.0,0.08700000000000002,
1,58312.40181,17.0,0.08700000000000002,
2,58312.41998,17.0,0.08700000000000002,
3,58312.4209,17.0,0.08700000000000002,
4,58312.45307,17.0,0.08700000000000002,
5,58316.349010000005,17.0,0.08700000000000002,
6,58316.46705,17.0,0.08700000000000002,
7,58318.36037,17.0,0.08700000000000002,
8,58319.35225,17.0,0.08700000000000002,
9,58319.45092,17.0,0.08700000000000002,
10,58319.46766,17.0,0.08700000000000002,
11,58320.374970000004,17.0,0.08700000000000002,
12,58320.38432999999,17.0,0.08700000000000002,
13,58321.47479,17.0,0.08700000000000002,
14,58321.475739999994,17.0,0.08700000000000002,
15,58322.37839,17.0,0.08700000000000002,
16,58322.40935,17.0,0.08700000000000002,
17,58322.48844,17.0,0.08700000000000002,
18,58324.466089999994,17.0,0.08700000000000002,
19,58324.467039999996,17.0,0.08700000000000002,
20,58325.490379999996,17.0,0.08700000000000002,
21,58326.38409,17.0,0.08700000000000002,
22,58327.43614,17.0,0.08700000000000002,
23,58328.37846,17.0,0.08700000000000002,
24,58328.40158,17.0,0.08700000000000002,
25,58328.43082,17.0,0.08700000000000002,
26,58329.361829999994,17.0,0.08700000000000002,
27,58329.486860000005,17.0,0.08700000000000002,
28,58330.399560000005,17.0,0.08700000000000002,
29,58330.430570000004,17.0,0.08700000000000002,
30,58330.43151,17.0,0.08700000000000002,
31,58333.49996,17.0,0.08700000000000002,
32,58336.40036,17.0,0.08700000000000002,
33,58343.47396,17.0,0.08700000000000002,
34,58346.407360000005,17.0,0.08700000000000002,
35,58347.407060000005,17.0,0.08700000000000002,
36,58347.42608,17.0,0.08700000000000002,
37,58348.41217,17.0,0.08700000000000002,
38,58348.43091,17.0,0.08700000000000002,
39,58349.348060000004,17.0,0.08700000000000002,
40,58349.46936,17.0,0.08700000000000002,
41,58349.470279999994,17.0,0.08700000000000002,
42,58349.48289,17.0,0.08700000000000002,
43,58350.39565,17.0,0.08700000000000002,
44,58350.40497,17.0,0.08700000000000002,
45,58351.36995,17.0,0.08700000000000002,
46,58351.38924,17.0,0.08700000000000002,
47,58351.483779999995,17.0,0.08700000000000002,
48,58352.32895,17.0,0.08700000000000002,
49,58352.47161,17.0,0.08700000000000002,
50,58352.47256,17.0,0.08700000000000002,
51,58352.4831,17.0,0.08700000000000002,
52,58353.41168,17.0,0.08700000000000002,
53,58353.43377,17.0,0.08700000000000002,
54,58353.45797,17.0,0.08700000000000002,
55,58353.474539999996,17.0,0.08700000000000002,
56,58353.49115,17.0,0.08700000000000002,
57,58353.5057,17.0,0.08700000000000002,
58,58354.34914,17.0,0.08700000000000002,
