,mjd,mag,magerr,clrcoeff
0,58303.4669,15.549356529219569,0.04391588891782122,
1,58312.40181,15.55133897360356,0.04397476751602575,
2,58312.41998,15.551343059342948,0.04397488886248557,
3,58312.4209,15.55134326622133,0.04397489500677354,
4,58312.45307,15.551350500551882,0.043975109866390916,
5,58316.349010000005,15.552231267137984,0.044001268633998114,
6,58316.46705,15.552258092556432,0.044002065348926034,
7,58318.36037,15.552689435203963,0.04401487622555772,
8,58319.35225,15.552916195113669,0.044021610994876004,
9,58319.45092,15.5529387815234,0.04402228181124501,
10,58319.46766,15.55294261396605,0.04402239563479171,
11,58320.374970000004,15.553150553490646,0.04402857143867217,
12,58320.38432999999,15.553152700878535,0.044028635216092515,
13,58321.47479,15.553403183835687,0.044036074559919924,
14,58321.475739999994,15.553403402317842,0.04403608104883994,
15,58322.37839,15.553611198389277,0.044042252592161546,
16,58322.40935,15.55361833273995,0.04404246448237653,
17,58322.48844,15.553636560189807,0.04404300583763726,
18,58324.466089999994,15.554093316413143,0.04405657149747033,
19,58324.467039999996,15.55409353626736,0.04405657802714058,
20,58325.490379999996,15.554330603187006,0.0440636189146541,
21,58326.38409,15.554538024791974,0.04406977933632161,
22,58327.43614,15.554782641555985,0.04407704445421279,
23,58328.37846,15.555002141631167,0.044083563606445664,
24,58328.40158,15.555007531721676,0.044083723692133814,
25,58328.43082,15.555014348913916,0.044083926162743314,
26,58329.361829999994,15.555231591087043,0.04409037825528522,
27,58329.486860000005,15.555260792007493,0.04409124552262256,
28,58330.399560000005,15.555474139294958,0.04409758193706026,
29,58330.430570000004,15.555481393652295,0.04409779739147318,
30,58330.43151,15.555481613557921,0.044097803922670264,
31,58333.49996,15.556201183922095,0.04411917516248626,
32,58336.40036,15.5568842923149,0.04413946348175252,
33,58343.47396,15.558560205605707,0.0441892381064895,
34,58346.407360000005,15.559258472113845,0.04420997662178122,
35,58347.407060000005,15.559496780688628,0.04421705438645224,
36,58347.42608,15.559501316179853,0.044217189090541675,
37,58348.41217,15.559736530594247,0.044224174958649165,
38,58348.43091,15.559741002021838,0.0442243077600486,
39,58349.348060000004,15.559959894030046,0.04423080885269237,
40,58349.46936,15.55998885219715,0.04423166891025537,
41,58349.470279999994,15.559989071837322,0.044231675433568485,
42,58349.48289,15.559992082350599,0.044231764845812815,
